;Select one;;
Bolivia;Puerto Rico/Manuripi;Puerto Rico Airport;PUR
Bolivia;Puerto Suarez;Capitán Av. Salvador Ogaya G. airport;PSZ
Bolivia;Rerrenabaque;Rurenabaque Airport;RBQ
Bolivia;Reyes;Reyes Airport;REY
Bolivia;Riberalta;Capitán Av. Selin Zeitun Lopez Airport;RIB
Bolivia;San Borja;Capitán Av. German Quiroga G. Airport;SRJ
Bolivia;Santa Ana;Santa Ana Del Yacuma Airport;SBL
Bolivia;Santa Cruz;El Trompillo Airport;SRZ
Bolivia;Santa Cruz;Viru Viru International Airport;VVI
Bolivia;Sucre;Juana Azurduy De Padilla Airport;SRE
Bolivia;Tarija;Capitan Oriel Lea Plaza Airport;TJA
Bolivia;Trinidad;Teniente Av. Jorge Henrich Arauz Airport;TDD
Bolivia;Uyuni;Uyuni Airport;UYU
Bolivia;Villa Montes;Teniente Coronel Rafael Pabón Airport;VLM
Bolivia;Yacuiba;Yacuiba Airport;BYC
Bosnia and Herzegovina;Banja Luka;Banja Luka International Airport;BNX
Bosnia and Herzegovina;Mostar;Mostar International Airport;OMO
Bosnia and Herzegovina;Null;Tuzla International Airport;TZL
Bosnia and Herzegovina;Sarajevo;Sarajevo International Airport;SJJ
Botswana;Francistown;Francistown Airport;FRW
Botswana;Gaberone;Sir Seretse Khama International Airport;GBE
Botswana;Ghanzi;Ghanzi Airport;GNZ
Botswana;Jwaneng;Jwaneng Airport;JWA
Botswana;Kasane;Kasane Airport;BBK
Botswana;Khwai River;Khwai River Lodge Airport;KHW
Botswana;Maun;Maun Airport;MUB
Botswana;Orapa;Orapa Airport;ORP
Botswana;Selebi-phikwe;Selebi Phikwe Airport;PKW
Botswana;Shakawe;Shakawe Airport;SWX
Botswana;Sowa;Sua Pan Airport;SXN
Botswana;Tuli Lodge;Limpopo Valley Airport;TLD
Brazil;Almeirim;Monte Dourado Airport;MEU
Brazil;Alta Floresta;Piloto Osvaldo Marques Dias Airport;AFL
Brazil;Altamira;Altamira Airport;ATM
Brazil;Aracaju;Santa Maria Airport;AJU
Brazil;Aracatuba;Araçatuba Airport;ARU
Brazil;Araguaina;Araguaína Airport;AUX
Brazil;Arapiraca;Arapiraca Airport;APQ
Brazil;Araracuara;Araraquara Airport;AQA
Brazil;Araxa;Romeu Zema Airport;AAX
Brazil;Aripuana;Aripuanã Airport;AIR
Brazil;Bage;Comandante Gustavo Kraemer Airport;BGX
Brazil;Barcelos;Barcelos Airport;BAZ
Brazil;Barra Do Garcas;Barra do Garças Airport;BPG
Brazil;Barreiras;Barreiras Airport;BRA
Brazil;Barretos;Chafei Amsei Airport;BAT
Brazil;Bauru;Bauru - Arealva Airport;JTC
Brazil;Bauru;Bauru Airport;BAU
Brazil;Belem;Val de Cans/Júlio Cezar Ribeiro International Airport;BEL
Brazil;Belo Horizonte;Pampulha - Carlos Drummond de Andrade Airport;PLU
Brazil;Belo Horizonte;Tancredo Neves International Airport;CNF
Brazil;BLUMENAU;Blumenau Airport;BNU
Brazil;Boa Vista;Atlas Brasil Cantanhede Airport;BVB
Brazil;Bointo;Bonito Airport;BYO
Brazil;Bom Jesus Da Lapa;Bom Jesus da Lapa Airport;LAZ
Brazil;Borba;Borba Airport;RBB
Brazil;Botucatu;Botucatu - Tancredo de Almeida Neves Airport;QCJ
Brazil;Braganca Paulista;Estadual Arthur Siqueira Airport;BJP
Brazil;Brasilia;Presidente Juscelino Kubistschek International Airport;BSB
Brazil;Breves;Breves Airport;BVS
Brazil;Buzios;Umberto Modiano Airport;BZC
Brazil;Cabo Frio;Cabo Frio Airport;CFB
Brazil;Cacador;Caçador Airport;CFC
Brazil;Caceres;Cáceres Airport;CCX
Brazil;Cacoal;Cacoal Airport;OAL
Brazil;Caldas Novas;Nelson Ribeiro Guimarães Airport;CLV
Brazil;Campina Grande;Presidente João Suassuna Airport;CPV
Brazil;Campinas;Amarais Airport;CPQ
Brazil;Campinas;Viracopos International Airport;VCP
Brazil;Campo Grande;Campo Grande Airport;CGR
Brazil;Campos;Bartolomeu Lisandro Airport;CAW
Brazil;Canarana;Canarana Airport;CQA
Brazil;Carauari;Carauari Airport;CAF
Brazil;Caravelas;Caravelas Airport;CRQ
Brazil;Carolina;Brig. Lysias Augusto Rodrigues Airport;CLN
Brazil;Caruaru;Caruaru Airport;CAU
Brazil;Cascavel;Cascavel Airport;CAC
Brazil;Caxias Do Sul;Hugo Cantergiani Regional Airport;CXJ
Brazil;Chapeco;Serafin Enoss Bertaso Airport;XAP
Brazil;Coari;Coari Airport;CIZ
Brazil;Conceicao Do Araguaia;Conceição do Araguaia Airport;CDJ
Brazil;Concordia;Concórdia Airport;CCI
Brazil;Confresa;Confresa Airport;CFO
Brazil;Corumba;Corumbá International Airport;CMG
Brazil;COSTA MARQUES;Costa Marques Airport;CQS
Brazil;Criciuma;Diomício Freitas Airport;CCM
Brazil;Cruzeiro do Sul;Cruzeiro do Sul Airport;CZS
Brazil;Cuiaba;Marechal Rondon Airport;CGB
Brazil;Curitiba;Afonso Pena Airport;CWB
Brazil;Curitiba;Bacacheri Airport;BFH
Brazil;Diamantina;Diamantina Airport;DTI
Brazil;Diamantino;Diamantino Airport;DMT
Brazil;Divinopolis;Brigadeiro Cabral Airport;DIQ
Brazil;Dourados;Dourados Airport;DOU
Brazil;Eirunepe;Eirunepé Airport;ERN
Brazil;Erechim;Erechim Airport;ERM
Brazil;Fernando Do Noronha;Fernando de Noronha Airport;FEN
Brazil;Floriano;Cangapara Airport;FLB
Brazil;Florianopolis;Hercílio Luz International Airport;FLN
Brazil;Fonte Boa;Fonte Boa Airport;FBA
Brazil;Fortaleza;Pinto Martins International Airport;FOR
Brazil;Foz Do Iguacu;Cataratas International Airport;IGU
Brazil;Franca;Tenente Lund Pressoto Airport;FRC
Brazil;Francisco Beltrao;Francisco Beltrão Airport;FBE
Brazil;Goiania;Santa Genoveva Airport;GYN
Brazil;Governador Valadares;Coronel Altino Machado de Oliveira Airport;GVR
Brazil;Guajara-mirim;Guajará-Mirim Airport;GJM
Brazil;Guanambi;Guanambi Airport;GNM
Brazil;Guarapari;Guarapari Airport;GUZ
Brazil;Guarapuava;Tancredo Thomas de Faria Airport;GPB
Brazil;Guaratingueta;Guaratinguetá Airport;GUJ
Brazil;Gurupi;Gurupi Airport;GRP
Brazil;Humaita;Humaitá Airport;HUW
Brazil;Iguatu;Iguatu Airport;QIG
Brazil;Ilheus;Bahia - Jorge Amado Airport;IOS
Brazil;Imperatriz;Prefeito Renato Moreira Airport;IMP
Brazil;Ipatinga;Usiminas Airport;IPN
Brazil;Itaituba;Itacoatiara Airport;ITA
Brazil;Itaituba;Itaituba Airport;ITB
Brazil;Itaperuna;Itaperuna Airport;ITP
Brazil;Itumbiara;Francisco Vilela do Amaral Airport;ITR
Brazil;Jacare-acanga;Jacareacanga Airport;JCR
Brazil;Jaguaruna;Humberto Ghizzo Bortoluzzi Regional Airport;JJG
Brazil;Ji-Paraná;Ji-Paraná Airport;JPR
Brazil;Joacaba;Santa Terezinha Airport;JCB
Brazil;Joao Pessoa;Presidente Castro Pinto International Airport;JPA
Brazil;Joinville;Lauro Carneiro de Loyola Airport;JOI
Brazil;Juara;Inácio Luís do Nascimento Airport;JUA
Brazil;Juazeiro Do Norte;Orlando Bezerra de Menezes Airport;JDO
Brazil;Juina;Juína Airport;JIA
Brazil;Juiz De Fora;Francisco de Assis Airport;JDF
Brazil;Juiz de Fora;Zona da Mata Regional Airport;IZA
Brazil;Juruena;Juruena Airport;JRN
Brazil;Labrea;Lábrea Airport;LBR
Brazil;Lajes;Lages Airport;LAJ
Brazil;Lençóis;Coronel Horácio de Mattos Airport;LEC
Brazil;Lins;Lins Airport;LIP
Brazil;Londrina;Governador José Richa Airport;LDB
Brazil;Macaé;Macaé Airport;MEA
Brazil;Macapa;Alberto Alcolumbre Airport;MCP
Brazil;Maceio;Zumbi dos Palmares Airport;MCZ
Brazil;Manaus;Eduardo Gomes International Airport;MAO
Brazil;Manaus;Ponta Pelada Airport;PLL
Brazil;Manicore;Manicoré Airport;MNX
Brazil;Maraba;João Correa da Rocha Airport;MAB
Brazil;Marília;Frank Miloye Milenkowichi–Marília State Airport;MII
Brazil;Maringa;Regional de Maringá - Sílvio Nane Junior Airport;MGF
Brazil;Maues;Maués Airport;MBZ
Brazil;Minacu;Minaçu Airport;MQH
Brazil;Mocord;Dix-Sept Rosado Airport;MVF
Brazil;Montes Claros;Mário Ribeiro Airport;MOC
Brazil;Mucuri;Mucuri Airport;MVS
Brazil;Natal;Governador Aluízio Alves International Airport;NAT
Brazil;Navegantes;Ministro Victor Konder International Airport;NVT
Brazil;Nova Iguacu;Aeroclube Airport;QNV
Brazil;Novo Aripuana;Novo Aripuanã Airport;NVP
Brazil;Novo Progresso;Novo Progresso Airport;NPR
Brazil;Oioiapoque;Oiapoque Airport;OYK
Brazil;Oriximina;Oriximiná Airport;ORX
Brazil;Oriximina;Trombetas Airport;TMT
Brazil;Ourilandia do Norte;Ourilândia do Norte Airport;OIA
Brazil;Palmas;Brigadeiro Lysias Rodrigues Airport;PMW
Brazil;Parauapebas;Carajás Airport;CKS
Brazil;Parintins;Parintins Airport;PIN
Brazil;Parnaiba;Prefeito Doutor João Silva Filho Airport;PHB
Brazil;Passo Fundo;Lauro Kurtz Airport;PFB
Brazil;Patos de Minas;Patos de Minas Airport;POJ
Brazil;Paulo Alfonso;Paulo Afonso Airport;PAV
Brazil;Pelotas;João Simões Lopes Neto International Airport;PET
Brazil;Petrolina;Senador Nilo Coelho Airport;PNZ
Brazil;Picos;Picos Airport;PCS
Brazil;Pimenta Bueno;Pimenta Bueno Airport;PBQ
Brazil;Piracununga;Campo Fontenelle Airport;QPS
Brazil;Pocos De Caldas;Poços de Caldas - Embaixador Walther Moreira Salles Airport;POO
Brazil;Ponta Grossa;Ponta Grossa Airport - Comandante Antonio Amilton Beraldo;PGZ
Brazil;Ponta Pora;Ponta Porã Airport;PMG
Brazil;Porto Alegre;Salgado Filho Airport;POA
Brazil;Porto Nacional;Porto Nacional Airport;PNB
Brazil;Porto Seguro;Porto Seguro Airport;BPS
Brazil;Porto Velho;Governador Jorge Teixeira de Oliveira Airport;PVH
Brazil;Pouso Alegre;Pouso Alegre Airport;PPY
Brazil;President Prudente;Presidente Prudente Airport;PPB
Brazil;Recife;Guararapes - Gilberto Freyre International Airport;REC
Brazil;Redencao;Redenção Airport;RDC
Brazil;Resende;Resende Airport;REZ
Brazil;Ribeirao Preto;Leite Lopes Airport;RAO
Brazil;Rio Branco;Plácido de Castro Airport;RBR
Brazil;Rio De Janeiro;Rio Galeão – Tom Jobim International Airport;GIG
Brazil;Rio De Janeiro;Santa Cruz Air Force Base;SNZ
Brazil;Rio De Janeiro;Santos Dumont Airport;SDU
Brazil;Rio Verde;General Leite de Castro Airport;RVD
Brazil;Rondonopolis;Maestro Marinho Franco Airport;ROO
Brazil;Salvador;Deputado Luiz Eduardo Magalhães International Airport;SSA
Brazil;Santa Isabel do Rio Negro;Tapuruquara Airport;IRZ
Brazil;Santa Maria;Santa Maria Airport;RIA
Brazil;Santa Rosa;Santa Rosa Airport;SRA
Brazil;Santa Terezinha;Santa Terezinha Airport;STZ
Brazil;Santana do Araguaia;Santana do Araguaia Airport;CMP
Brazil;Santarem;Maestro Wilson Fonseca Airport;STM
Brazil;Santo Angelo;Santo Ângelo Airport;GEL
Brazil;Santos;Base Aérea de Santos Airport;SSZ
Brazil;Sao Carlos;Mário Pereira Lopes–São Carlos Airport;QSC
Brazil;Sao Felix do Araguaia;São Félix do Araguaia Airport;SXO
Brazil;Sao Felix do Xingu;São Félix do Xingu Airport;SXX
Brazil;Sao Gabriel;São Gabriel da Cachoeira Airport;SJL
Brazil;Sao Jose Do Rio Preto;Prof. Eribelto Manoel Reino State Airport;SJP
Brazil;Sao Jose Dos Campos;Professor Urbano Ernesto Stumpf Airport;SJK
Brazil;Sao Luis;Marechal Cunha Machado International Airport;SLZ
Brazil;Sao Miguel do Oeste;São Miguel do Oeste Airport;SQX
Brazil;Sao Paulo;Congonhas Airport;CGH
Brazil;Sao Paulo;Guarulhos - Governador André Franco Montoro International Airport;GRU
Brazil;Sao Paulo de Olivenca;Senadora Eunice Micheles Airport;OLC
Brazil;Sinop;Presidente João Batista Figueiredo Airport;OPS
Brazil;Sorocaba;Sorocaba Airport;SOD
Brazil;Sorriso;Adolino Bedin Regional Airport;SMT
Brazil;Soure;Soure Airport;SFK
Brazil;Tabatinga;Tabatinga Airport;TBT
Brazil;Tangara da Serra;Tangará da Serra Airport;TGQ
Brazil;Tarauaca;Tarauacá Airport;TRQ
Brazil;Taubaté;Base de Aviação de Taubaté Airport;QHP
Brazil;Tefe;Tefé Airport;TFF
Brazil;Teixeira de Freitas;9 de Maio - Teixeira de Freitas Airport;TXF
Brazil;Telemaco Borba;Telêmaco Borba Airport;TEC
Brazil;Teofilo Otoni;Juscelino Kubitscheck Airport;TFL
Brazil;Teresina;Senador Petrônio Portela Airport;THE
Brazil;Toledo;Toledo Airport;TOW
Brazil;Tres Lagoas;Plínio Alarcom Airport;TJL
Brazil;Tucurui;Tucuruí Airport;TUR
Brazil;Ubatuba;Ubatuba Airport;UBT
Brazil;Uberaba;Mário de Almeida Franco Airport;UBA
Brazil;Uberlandia;Ten. Cel. Aviador César Bombonato Airport;UDI
Brazil;Umuarama;Umuarama Airport;UMU
Brazil;Una;Hotel Transamérica Airport;UNA
Brazil;Uruguaiana;Rubem Berta Airport;URG
Brazil;Valenca;Valença Airport;VAL
Brazil;Varginha;Major Brigadeiro Trompowsky Airport;VAG
Brazil;Vila Bela da Santissima Trindade;Vila Bela da Santíssima Trindade Airport;MTG
Brazil;Vila Rica;Vila Rica Airport;VLP
Brazil;Vilhena;Brigadeiro Camarão Airport;BVH
Brazil;Vitoria;Eurico de Aguiar Salles Airport;VIX
Brazil;Vitória Da Conquista;Vitória da Conquista Airport;VDC
British Indian Ocean Territory;Diego Garcia Island;Diego Garcia Naval Support Facility;NKW
British Virgin Islands;Anegada;Captain Auguste George Airport;NGD
British Virgin Islands;Spanish Town;Virgin Gorda Airport;VIJ
British Virgin Islands;Tortola;Terrance B. Lettsome International Airport;EIS
Brunei;Bandar Seri Begawan;Brunei International Airport;BWN
Bulgaria;Bourgas;Burgas Airport;BOJ
Bulgaria;Gorna Orechovica;Gorna Oryahovitsa Airport;GOZ
Bulgaria;Plovdiv;Plovdiv International Airport;PDV
Bulgaria;Sofia;Sofia Airport;SOF
Bulgaria;Stara Zagora;Stara Zagora Airport;SZR
Bulgaria;Varna;Varna Airport;VAR
Bulgaria;Yambol;Bezmer Air Base;JAM
Burkina Faso;Bobo-dioulasso;Bobo Dioulasso Airport;BOY
Burkina Faso;Ouagadougou;Ouagadougou Airport;OUA
Burma;Ann;Ann Airport;VBA
Burma;Bagan;Bagan Airport;NYU
Burma;Bagan;Qinhuangdao Beidaihe Airport;BPE
Burma;Banmaw;Banmaw Airport;BMO
Burma;Bokepyin;Bokpyinn Airport;VBP
Burma;Dawei;Dawei Airport;TVY
Burma;Heho;Heho Airport;HEH
Burma;Hommalin;Hommalinn Airport;HOX
Burma;Hpa-an;Hpa-N Airport;PAA
Burma;Kawthoung;Kawthoung Airport;KAW
Burma;Kengtung;Kengtung Airport;KET
Burma;Khamti;Kanti Airport;KHM
Burma;Kyaukpyu;Kyaukpyu Airport;KYP
Burma;Lashio;Lashio Airport;LSH
Burma;Loikaw;Loikaw Airport;LIW
Burma;Magwe;Magway Airport;MWQ
Burma;Mandalay;Mandalay International Airport;MDL
Burma;Mawlamyine;Mawlamyine Airport;MNU
Burma;Momeik;Momeik Airport;MOE
Burma;Mong Hsat;Mong Hsat Airport;MOG
Burma;Monywa;Monywar Airport;NYW
Burma;Myeik;Myeik Airport;MGZ
Burma;Myitkyina;Myitkyina Airport;MYT
Burma;Namsang;Namsang Airport;NMS
Burma;Naypyidaw;Namtu Airport;NMT
Burma;Naypyidaw;Naypyidaw Airport;NYT
Burma;Pakhokku;Pakhokku Airport;PKK
Burma;Pathein;Pathein Airport;BSX
Burma;Putao;Putao Airport;PBU
Burma;Pyay;Pyay Airport;PRU
Burma;Sittwe;Sittwe Airport;AKY
Burma;Tachilek;Tachileik Airport;THL
Burma;Thandwe;Thandwe Airport;SNW
Burma;Yangon;Yangon International Airport;RGN
Burma;Ye;Ye Airport;XYE
Burundi;Bujumbura;Bujumbura International Airport;BJM
Burundi;Gitega;Gitega Airport;GID
Cambodia;Battambang;Battambang Airport;BBM
Cambodia;Kompong Chnang;Kampong Chhnang Airport;KZC
Cambodia;Kratie;Kratie Airport;KTI
Cambodia;Phnom-penh;Phnom Penh International Airport;PNH
Cambodia;Ratanakiri;Ratanakiri Airport;RBE
Cambodia;Siem-reap;Siem Reap International Airport;REP
Cambodia;Sihanoukville;Sihanoukville International Airport;KOS
Cambodia;Stung Treng;Stung Treng Airport;TNX
Cameroon;Bafoussam;Bafoussam Airport;BFX
Cameroon;Bamenda;Bamenda Airport;BPC
Cameroon;Douala;Douala International Airport;DLA
Cameroon;Foumban;Foumban Nkounja Airport;FOM
Cameroon;Garoua;Garoua International Airport;GOU
Cameroon;Maroua;Salak Airport;MVR
Cameroon;N'gaoundere;N'Gaoundéré Airport;NGE
Cameroon;Tiko;Tiko Airport;TKC
Cameroon;Yaounde;Yaoundé Airport;YAO
Cameroon;Yaounde;Yaoundé Nsimalen International Airport;NSI
Canada;108 Mile Ranch;South Cariboo Region / 108 Mile Airport;ZMH
Canada;Abbotsford;Abbotsford Airport;YXX
Canada;Aklavik;Aklavik/Freddie Carmichael Airport;LAK
Canada;Akulivik;Akulivik Airport;AKV
Canada;Alert;Alert Airport;YLT
Canada;Alert Bay;Alert Bay Airport;YAL
Canada;Alma;Alma Airport;YTF
Canada;Amos;Amos/Magny Airport;YEY
Canada;Anahim Lake;Anahim Lake Airport;YAA
Canada;Angling Lake;Wapekeka Airport;YAX
Canada;Arctic Bay;Old Arctic Bay Airport;YAB
Canada;Armstrong;Armstrong Airport;YYW
Canada;Atikokan;Atikokan Municipal Airport;YIB
Canada;Attawapiskat;Attawapiskat Airport;YAT
Canada;Aupaluk;Aupaluk Airport;YPJ
Canada;Bagotville;CFB Bagotville;YBG
Canada;Baie Comeau;Baie Comeau Airport;YBC
Canada;Baker Lake;Baker Lake Airport;YBK
Canada;Banff;Banff Airport;YBA
Canada;Barrie-Orillia;Barrie-Orillia (Lake Simcoe Regional Airport);YLK
Canada;Bathurst;Bathurst Airport;ZBF
Canada;Bearskin Lake;Bearskin Lake Airport;XBE
Canada;Beaver Creek;Beaver Creek Airport;YXQ
Canada;Bedwell Harbour;Bedwell Harbour Seaplane Base;YBW
Canada;Bella Coola;Bella Coola Airport;QBC
Canada;Berens River;Berens River Airport;YBV
Canada;Big Trout Lake;Big Trout Lake Airport;YTL
Canada;Black Tickle;Black Tickle Airport;YBI
Canada;Bob Quinn Lake;Bob Quinn Lake Airport;YBO
Canada;Bonaventure;Bonaventure Airport;YVB
Canada;Bonnyville;Bonnyville Airport;YBY
Canada;Boundary Bay;Boundary Bay Airport;YDT
Canada;Brandon;Brandon Municipal Airport;YBR
Canada;Brochet;Brochet Airport;YBT
Canada;Bromont;Bromont (Roland Desourdy) Airport;ZBM
Canada;Broughton Island;Qikiqtarjuaq Airport;YVM
Canada;Buffalo Narrows;Buffalo Narrows Airport;YVT
Canada;Burwash;Burwash Airport;YDB
Canada;Calgary;Calgary International Airport;YYC
Canada;Cambridge Bay;Cambridge Bay Airport;YCB
Canada;Campbell River;Campbell River Airport;YBL
Canada;Cape Dorset;Cape Dorset Airport;YTE
Canada;Cartwright;Cartwright Airport;YRF
Canada;Castlegar;Castlegar/West Kootenay Regional Airport;YCG
Canada;Cat Lake;Cat Lake Airport;YAC
Canada;Centralia;Centralia / James T. Field Memorial Aerodrome;YCE
Canada;Chapleau;Chapleau Airport;YLD
Canada;Charlevoix;Charlevoix Airport;YML
Canada;Charlo;Charlo Airport;YCL
Canada;Charlottetown;Charlottetown Airport;YYG
Canada;Chatham;Miramichi Airport;YCH
Canada;Chesterfield Inlet;Chesterfield Inlet Airport;YCS
Canada;Chetwynd;Chetwynd Airport;YCQ
Canada;Chevery;Chevery Airport;YHR
Canada;Chibougamau;Chapais Airport;YMT
Canada;Chilliwack;Chilliwack Airport;YCW
Canada;Chisasibi;Chisasibi Airport;YKU
Canada;Churchill;Churchill Airport;YYQ
Canada;Churchill Falls;Churchill Falls Airport;ZUM
Canada;Clyde River;Clyde River Airport;YCY
Canada;Cochrane;Cochrane Airport;YCN
Canada;Cold Lake;CFB Cold Lake;YOD
Canada;Colville Lake;Colville Lake Airport;YCK
Canada;Comox;Comox Airport;YQQ
Canada;Coppermine;Kugluktuk Airport;YCO
Canada;Coral Harbour;Coral Harbour Airport;YZS
Canada;Cornwall;Cornwall Regional Airport;YCC
Canada;Coronation;Coronation Airport;YCT
Canada;Cranbrook;Cranbrook/Canadian Rockies International Airport;YXC
Canada;Cross Lake;Cross Lake (Charlie Sinclair Memorial) Airport;YCR
Canada;Dauphin;Dauphin Barker Airport;YDN
Canada;Dawson;Dawson City Airport;YDA
Canada;Dawson Creek;Dawson Creek Airport;YDQ
Canada;Dease Lake;Dease Lake Airport;YDL
Canada;Deer Lake;Deer Lake Airport;YDF
Canada;Deer Lake;Deer Lake Airport;YVZ
Canada;Deline;Déline Airport;YWJ
Canada;Digby;Digby / Annapolis Regional Airport;YDG
Canada;Dolbeau-St-Félicien;Dolbeau St Felicien Airport;YDO
Canada;Doris Lake;Doris Lake;JOJ
Canada;Dryden;Dryden Regional Airport;YHD
Canada;Dunnville;Dunnville Airport;DU9
Canada;Earlton;Earlton (Timiskaming Regional) Airport;YXR
Canada;Eastmain River;Eastmain River Airport;ZEM
Canada;Edmonton;Edmonton City Centre (Blatchford Field) Airport;YXD
Canada;Edmonton;Edmonton International Airport;YEG
Canada;Edson;Edson Airport;YET
Canada;Ekati;Ekati Airport;YOA
Canada;ELLIOT LAKE;Elliot Lake Municipal Airport;YEL
Canada;Eskimo Point;Arviat Airport;YEK
Canada;Estevan;Estevan Airport;YEN
Canada;Eureka;Eureka Airport;YEU
Canada;Faro;Faro Airport;ZFA
Canada;Flin Flon;Flin Flon Airport;YFO
Canada;Fond-Du-Lac;Fond-Du-Lac Airport;ZFD
Canada;Forestville;Forestville Airport;YFE
Canada;Fort Albany;Fort Albany Airport;YFA
Canada;Fort Chipewyan;Fort Chipewyan Airport;YPY
Canada;Fort Frances;Fort Frances Municipal Airport;YAG
Canada;Fort Good Hope;Fort Good Hope Airport;YGH
Canada;Fort Hope;Fort Hope Airport;YFH
Canada;Fort Liard;Fort Liard Airport;YJF
Canada;Fort Mcmurray;Fort McMurray Airport;YMM
Canada;Fort Mcpherson;Fort Mcpherson Airport;ZFM
Canada;Fort Nelson;Fort Nelson Airport;YYE
Canada;Fort Resolution;Fort Resolution Airport;YFR
Canada;Fort Saint John;Fort St John Airport;YXJ
Canada;Fort Severn;Fort Severn Airport;YER
Canada;Fort Simpson;Fort Simpson Airport;YFS
Canada;Fort Smith;Fort Smith Airport;YSM
Canada;Fredericton;Fredericton Airport;YFC
Canada;Gamètì;Rae Lakes Airport;YRA
Canada;Gander;Gander International Airport;YQX
